sentence1Text,sentence2Text,mergedText
"Some schools have expanded physical education programs, yanked junk foods from vending machines and reduced fat in cafeteria food.","To combat childhood obesity in the US, schools are removing unhealthy food from vending machines, reducing the fat in lunches, and requiring more physical education.","To combat childhood obesity in the US, schools are removing unhealthy junk food from vending machines, reducing the fat in cafeteria lunches, and requiring more physical education."
"New York has improved power grid monitoring and is increasing in-state generation through fuel cells, windmills, and solar panels.","The New York City region and all of New England should have enough electric power to supply even a record demand this summer, an organization that monitors the region's power grid said Thursday.","The New York City region and all of New England should have enough electric power to supply even a record demand this summer, an organization that monitors the region's power grid said Thursday, and New York has improved monitoring and is increasing in-state generation through fuel cells, windmills, and solar panels."
"An alleged Mafia boss who was caught on wiretaps purportedly discussing Cosa Nostra's new hierarchy hanged himself in a Sicilian jail hours after his arrest, police said Wednesday.","Gaetano Lo Presti, one of 99 alleged Sicilian Mafia members seized on Tuesday, has apparently hanged himself with his belt in prison.","Alleged Mafia boss Gaetano Lo Presti, one of 99 alleged Sicilian Mafia members seized on Tuesday and who was caught on wiretaps purportedly discussing Cosa Nostra's new hierarchy, has apparently hanged himself with his belt in a Sicilian prison hours after his arrest, police said Wednesday."
Qatar was donating $100 million for the victims of the hurricane.,The Emir of Qatar Sheikh Hamad Ben Khalifa Al Thani decided on Saturday to contribute 100 million US dollars to the victims of the Katrina hurricane in the United States.,The Emir of Qatar Sheikh Hamad Ben Khalifa Al Thani decided on Saturday to contribute 100 million US dollars to the victims of the Katrina hurricane in the United States.
"A preliminary hearing for John Jenkin, 23, charged with the murders of his mum Alice McMeekin, 58, and sister Katie Jenkin, 20, took place at Preston Crown Court this morning.","A preliminary hearing for John Jenkin, 23, charged with the murders of his mother Alice McMeekin, 58, and sister Katie Jenkin, 20, was heard in Preston Crown Court this morning.","A preliminary hearing for John Jenkin, 23, charged with the murders of his mother Alice McMeekin, 58, and sister Katie Jenkin, 20, was heard in Preston Crown Court this morning."
Other action against childhood obesity followed in August and September as the American Beverage Association agreed to limit distribution of high caloric beverages in schools and Kraft unveiled new whole grain versions of some of the most popular cookies.,Kraft now produces a healthier cookie made with whole grains and containing zero grams of trans fats.,Other action against childhood obesity followed in August and September as the American Beverage Association agreed to limit distribution of high caloric beverages in schools and Kraft unveiled new whole grain versions of some of the most popular cookies containing zero grams of trans fats.
"Lee held a data storage device with 15 gigabytes of information on human experiments in order to bring North Korea's inhumane tests to light, according to the source.",Mr Lee was carrying an electronic data storage device allegedly containing 15 gigabytes of information on North Korea's use of humans being used to test biological and chemical weapons.,"Mr Lee held a data storage device with 15 gigabytes of information on human experiments used to test biological and chemical weapons in order to bring North Korea's inhumane tests to light, according to the source."
"Rioters, mostly young Muslim men whose families are from former French African colonies, have burned hundreds of cars and attacked firefighters and policemen.","Rioting by young Muslim men broke out in a Paris suburb on the night of Oct. 27, 2005.","Rioters, mostly young Muslim men whose families are from former French African colonies, have burned hundreds of cars and attacked firefighters and policemen in a Paris suburb on the night of Oct. 27, 2005."
Angels general manager Tony Reagins confirmed to the Los Angeles Times that he has made an eight-year offer to free agent first baseman Mark Teixeira.,"The Angels have offered an eight-year contract to Mark Teixeira, general manager Tony Reagins said Friday night.",Angels general manager Tony Reagins confirmed to the Los Angeles Times that he has made an eight-year contract offer to free agent first baseman Mark Teixeira.
"Some schools have expanded physical education programs, yanked junk foods from vending machines and reduced fat in cafeteria food.",Schools in New Hampshire and Rhode Island have removed junk food and reduced fat in cafeteria lunches.,"Some schools in New Hampshire and Rhode Island have expanded physical education programs, yanked junk foods from vending machines and reduced fat in cafeteria food."
